dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1822-12-01,18.942,2.195,Ahmadabad,India,23.31N,72.52E
1823-01-01,19.266,1.786,Ahmadabad,India,23.31N,72.52E
1823-02-01,21.410999999999998,2.44,Ahmadabad,India,23.31N,72.52E
1823-03-01,26.131,1.856,Ahmadabad,India,23.31N,72.52E
1823-04-01,30.463,2.324,Ahmadabad,India,23.31N,72.52E
1823-05-01,32.516999999999996,1.5,Ahmadabad,India,23.31N,72.52E
1823-06-01,32.17,2.065,Ahmadabad,India,23.31N,72.52E
1823-07-01,28.631,1.497,Ahmadabad,India,23.31N,72.52E
1823-08-01,26.566999999999997,1.463,Ahmadabad,India,23.31N,72.52E
1823-09-01,25.906999999999996,1.396,Ahmadabad,India,23.31N,72.52E
1823-10-01,26.098000000000006,1.76,Ahmadabad,India,23.31N,72.52E
1823-11-01,23.041999999999998,2.892,Ahmadabad,India,23.31N,72.52E
1823-12-01,20.182000000000002,1.796,Ahmadabad,India,23.31N,72.52E
1824-01-01,19.839000000000002,1.67,Ahmadabad,India,23.31N,72.52E
1824-02-01,21.688,2.509,Ahmadabad,India,23.31N,72.52E
1824-03-01,26.406,1.913,Ahmadabad,India,23.31N,72.52E
1824-04-01,30.559,2.198,Ahmadabad,India,23.31N,72.52E
1824-05-01,32.728,1.612,Ahmadabad,India,23.31N,72.52E
1824-06-01,32.005,2.523,Ahmadabad,India,23.31N,72.52E
1824-07-01,29.722,2.952,Ahmadabad,India,23.31N,72.52E
1824-08-01,27.184,1.717,Ahmadabad,India,23.31N,72.52E
1824-09-01,27.702,1.7,Ahmadabad,India,23.31N,72.52E
1824-10-01,26.013,1.744,Ahmadabad,India,23.31N,72.52E
1824-11-01,24.259,1.916,Ahmadabad,India,23.31N,72.52E
1824-12-01,22.008000000000003,2.568,Ahmadabad,India,23.31N,72.52E
1825-01-01,20.035,2.463,Ahmadabad,India,23.31N,72.52E
1825-02-01,21.963,1.883,Ahmadabad,India,23.31N,72.52E
1825-03-01,26.329,2.28,Ahmadabad,India,23.31N,72.52E
1825-04-01,31.076999999999998,2.34,Ahmadabad,India,23.31N,72.52E
1825-05-01,32.648,1.4340000000000002,Ahmadabad,India,23.31N,72.52E
1825-06-01,31.963,1.4,Ahmadabad,India,23.31N,72.52E
1825-07-01,28.61,2.214,Ahmadabad,India,23.31N,72.52E
1825-08-01,26.655,2.007,Ahmadabad,India,23.31N,72.52E
1825-09-01,26.895,1.712,Ahmadabad,India,23.31N,72.52E
1825-10-01,26.305,1.901,Ahmadabad,India,23.31N,72.52E
1825-11-01,24.730999999999998,1.972,Ahmadabad,India,23.31N,72.52E
1825-12-01,20.257,1.554,Ahmadabad,India,23.31N,72.52E
1826-01-01,19.527,1.676,Ahmadabad,India,23.31N,72.52E
1826-02-01,20.66,2.112,Ahmadabad,India,23.31N,72.52E
1826-03-01,26.385,1.925,Ahmadabad,India,23.31N,72.52E
1826-04-01,30.83,2.494,Ahmadabad,India,23.31N,72.52E
1826-05-01,33.634,1.557,Ahmadabad,India,23.31N,72.52E
1826-06-01,31.144,2.222,Ahmadabad,India,23.31N,72.52E
1826-07-01,28.935,1.544,Ahmadabad,India,23.31N,72.52E
1826-08-01,26.469,1.444,Ahmadabad,India,23.31N,72.52E
1826-09-01,26.937,1.942,Ahmadabad,India,23.31N,72.52E
1826-10-01,26.743,2.2230000000000003,Ahmadabad,India,23.31N,72.52E
1826-11-01,24.803,1.59,Ahmadabad,India,23.31N,72.52E
1826-12-01,21.827,2.313,Ahmadabad,India,23.31N,72.52E
1827-01-01,20.546,2.594,Ahmadabad,India,23.31N,72.52E
1827-02-01,22.308000000000003,1.745,Ahmadabad,India,23.31N,72.52E
1827-03-01,26.91,2.231,Ahmadabad,India,23.31N,72.52E
1827-04-01,31.323,2.8760000000000003,Ahmadabad,India,23.31N,72.52E
1827-05-01,32.891000000000005,2.259,Ahmadabad,India,23.31N,72.52E
1827-06-01,31.74,2.057,Ahmadabad,India,23.31N,72.52E
1827-07-01,29.09,1.6,Ahmadabad,India,23.31N,72.52E
1827-08-01,27.071,1.473,Ahmadabad,India,23.31N,72.52E
1827-09-01,26.662,1.356,Ahmadabad,India,23.31N,72.52E
1827-10-01,26.476,1.579,Ahmadabad,India,23.31N,72.52E
1827-11-01,24.715999999999998,1.63,Ahmadabad,India,23.31N,72.52E
1827-12-01,20.099,3.027,Ahmadabad,India,23.31N,72.52E
1828-01-01,18.478,2.687,Ahmadabad,India,23.31N,72.52E
1828-02-01,21.087000000000003,2.285,Ahmadabad,India,23.31N,72.52E
1828-03-01,26.44,2.282,Ahmadabad,India,23.31N,72.52E
1828-04-01,30.378,2.139,Ahmadabad,India,23.31N,72.52E
1828-05-01,32.77800000000001,2.236,Ahmadabad,India,23.31N,72.52E
1828-06-01,32.429,2.147,Ahmadabad,India,23.31N,72.52E
1828-07-01,28.98,1.663,Ahmadabad,India,23.31N,72.52E
1828-08-01,27.035,1.743,Ahmadabad,India,23.31N,72.52E
1828-09-01,25.869,1.356,Ahmadabad,India,23.31N,72.52E
1828-10-01,26.636,1.753,Ahmadabad,India,23.31N,72.52E
1828-11-01,24.516,1.838,Ahmadabad,India,23.31N,72.52E
1828-12-01,20.545,2.272,Ahmadabad,India,23.31N,72.52E
1829-01-01,19.36,1.847,Ahmadabad,India,23.31N,72.52E
1829-02-01,20.611,2.607,Ahmadabad,India,23.31N,72.52E
1829-03-01,26.03,1.904,Ahmadabad,India,23.31N,72.52E
1829-04-01,30.044,1.703,Ahmadabad,India,23.31N,72.52E
1829-05-01,32.989000000000004,2.84,Ahmadabad,India,23.31N,72.52E
1829-06-01,31.449,2.0980000000000003,Ahmadabad,India,23.31N,72.52E
1829-07-01,28.590999999999998,1.699,Ahmadabad,India,23.31N,72.52E
1829-08-01,26.887,1.5759999999999998,Ahmadabad,India,23.31N,72.52E
1829-09-01,26.543000000000003,1.644,Ahmadabad,India,23.31N,72.52E
1829-10-01,26.935,1.988,Ahmadabad,India,23.31N,72.52E
1829-11-01,23.494,2.5810000000000004,Ahmadabad,India,23.31N,72.52E
1829-12-01,20.011,3.547,Ahmadabad,India,23.31N,72.52E
1830-01-01,19.648,2.529,Ahmadabad,India,23.31N,72.52E
1830-02-01,22.316999999999997,1.905,Ahmadabad,India,23.31N,72.52E
1830-03-01,25.689,1.85,Ahmadabad,India,23.31N,72.52E
1830-04-01,30.628,1.805,Ahmadabad,India,23.31N,72.52E
1830-05-01,31.246,1.835,Ahmadabad,India,23.31N,72.52E
1830-06-01,31.329,2.353,Ahmadabad,India,23.31N,72.52E
1830-07-01,29.205,1.885,Ahmadabad,India,23.31N,72.52E
1830-08-01,26.765,1.82,Ahmadabad,India,23.31N,72.52E
1830-09-01,26.462,1.949,Ahmadabad,India,23.31N,72.52E
1830-10-01,26.342,2.571,Ahmadabad,India,23.31N,72.52E
1830-11-01,25.42,2.023,Ahmadabad,India,23.31N,72.52E
1830-12-01,21.353,2.024,Ahmadabad,India,23.31N,72.52E
1831-01-01,19.145,2.297,Ahmadabad,India,23.31N,72.52E
1831-02-01,21.485000000000007,3.775,Ahmadabad,India,23.31N,72.52E
1831-03-01,26.135,3.026,Ahmadabad,India,23.31N,72.52E
1831-04-01,29.743,1.628,Ahmadabad,India,23.31N,72.52E
1831-05-01,32.989000000000004,2.414,Ahmadabad,India,23.31N,72.52E
1831-06-01,31.87,2.107,Ahmadabad,India,23.31N,72.52E
1831-07-01,28.037,1.719,Ahmadabad,India,23.31N,72.52E
1831-08-01,26.159000000000002,1.604,Ahmadabad,India,23.31N,72.52E
1831-09-01,25.974,1.524,Ahmadabad,India,23.31N,72.52E
1831-10-01,25.988000000000003,1.769,Ahmadabad,India,23.31N,72.52E
1831-11-01,22.951999999999998,3.902,Ahmadabad,India,23.31N,72.52E
1831-12-01,19.621,3.133,Ahmadabad,India,23.31N,72.52E
1832-01-01,18.712,1.992,Ahmadabad,India,23.31N,72.52E
1832-02-01,20.655,2.246,Ahmadabad,India,23.31N,72.52E
1832-03-01,26.165,2.11,Ahmadabad,India,23.31N,72.52E
1832-04-01,30.585,2.9210000000000003,Ahmadabad,India,23.31N,72.52E
1832-05-01,32.957,2.194,Ahmadabad,India,23.31N,72.52E
1832-06-01,,,Ahmadabad,India,23.31N,72.52E
1832-07-01,28.765,2.2030000000000003,Ahmadabad,India,23.31N,72.52E
1832-08-01,26.461,2.093,Ahmadabad,India,23.31N,72.52E
1832-09-01,26.173000000000002,1.991,Ahmadabad,India,23.31N,72.52E
1832-10-01,26.336,2.189,Ahmadabad,India,23.31N,72.52E
1832-11-01,23.130000000000006,1.624,Ahmadabad,India,23.31N,72.52E
1832-12-01,,,Ahmadabad,India,23.31N,72.52E
1833-01-01,19.565,2.577,Ahmadabad,India,23.31N,72.52E
1833-02-01,21.776999999999997,1.812,Ahmadabad,India,23.31N,72.52E
1833-03-01,25.617,2.407,Ahmadabad,India,23.31N,72.52E
1833-04-01,30.019,1.814,Ahmadabad,India,23.31N,72.52E
1833-05-01,32.251999999999995,1.662,Ahmadabad,India,23.31N,72.52E
1833-06-01,31.645,1.784,Ahmadabad,India,23.31N,72.52E
1833-07-01,28.578000000000003,1.645,Ahmadabad,India,23.31N,72.52E
1833-08-01,26.521,1.5590000000000002,Ahmadabad,India,23.31N,72.52E
1833-09-01,26.803,1.472,Ahmadabad,India,23.31N,72.52E
1833-10-01,26.066999999999997,1.6130000000000002,Ahmadabad,India,23.31N,72.52E
1833-11-01,24.675,1.87,Ahmadabad,India,23.31N,72.52E
1833-12-01,20.685,2.337,Ahmadabad,India,23.31N,72.52E
1834-01-01,17.97,1.967,Ahmadabad,India,23.31N,72.52E
1834-02-01,21.568,2.26,Ahmadabad,India,23.31N,72.52E
1834-03-01,26.493000000000002,2.314,Ahmadabad,India,23.31N,72.52E
1834-04-01,29.938,2.188,Ahmadabad,India,23.31N,72.52E
1834-05-01,33.324000000000005,1.5730000000000002,Ahmadabad,India,23.31N,72.52E
1834-06-01,31.147,2.225,Ahmadabad,India,23.31N,72.52E
1834-07-01,28.307,1.621,Ahmadabad,India,23.31N,72.52E
1834-08-01,26.788,1.3769999999999998,Ahmadabad,India,23.31N,72.52E
1834-09-01,27.266,2.1,Ahmadabad,India,23.31N,72.52E
1834-10-01,26.526999999999997,1.3969999999999998,Ahmadabad,India,23.31N,72.52E
1834-11-01,24.426,1.996,Ahmadabad,India,23.31N,72.52E
1834-12-01,20.898000000000003,1.581,Ahmadabad,India,23.31N,72.52E
1835-01-01,19.784000000000002,2.024,Ahmadabad,India,23.31N,72.52E
1835-02-01,21.566999999999997,2.122,Ahmadabad,India,23.31N,72.52E
1835-03-01,25.226,1.785,Ahmadabad,India,23.31N,72.52E
1835-04-01,29.406999999999996,2.107,Ahmadabad,India,23.31N,72.52E
1835-05-01,31.569000000000006,1.412,Ahmadabad,India,23.31N,72.52E
1835-06-01,30.346999999999998,1.794,Ahmadabad,India,23.31N,72.52E
1835-07-01,27.484,1.75,Ahmadabad,India,23.31N,72.52E
1835-08-01,25.847,1.4269999999999998,Ahmadabad,India,23.31N,72.52E
1835-09-01,25.979,1.574,Ahmadabad,India,23.31N,72.52E
1835-10-01,25.862,1.452,Ahmadabad,India,23.31N,72.52E
1835-11-01,22.526999999999997,1.69,Ahmadabad,India,23.31N,72.52E
1835-12-01,18.78,1.72,Ahmadabad,India,23.31N,72.52E
1836-01-01,18.923,1.44,Ahmadabad,India,23.31N,72.52E
1836-02-01,21.139000000000006,1.7819999999999998,Ahmadabad,India,23.31N,72.52E
1836-03-01,25.835,1.781,Ahmadabad,India,23.31N,72.52E
1836-04-01,29.55,1.574,Ahmadabad,India,23.31N,72.52E
1836-05-01,32.249,1.71,Ahmadabad,India,23.31N,72.52E
1836-06-01,31.296999999999997,1.455,Ahmadabad,India,23.31N,72.52E
1836-07-01,28.185,1.591,Ahmadabad,India,23.31N,72.52E
1836-08-01,26.148000000000003,1.568,Ahmadabad,India,23.31N,72.52E
1836-09-01,26.848000000000003,1.978,Ahmadabad,India,23.31N,72.52E
1836-10-01,26.905,3.67,Ahmadabad,India,23.31N,72.52E
1836-11-01,22.877,1.902,Ahmadabad,India,23.31N,72.52E
1836-12-01,20.266,2.117,Ahmadabad,India,23.31N,72.52E
1837-01-01,19.538,2.028,Ahmadabad,India,23.31N,72.52E
1837-02-01,21.904,1.797,Ahmadabad,India,23.31N,72.52E
1837-03-01,25.125,2.168,Ahmadabad,India,23.31N,72.52E
1837-04-01,28.828000000000007,1.77,Ahmadabad,India,23.31N,72.52E
1837-05-01,31.421000000000006,1.634,Ahmadabad,India,23.31N,72.52E
1837-06-01,30.744,1.7919999999999998,Ahmadabad,India,23.31N,72.52E
1837-07-01,28.164,1.44,Ahmadabad,India,23.31N,72.52E
1837-08-01,26.732,1.196,Ahmadabad,India,23.31N,72.52E
1837-09-01,27.065,1.482,Ahmadabad,India,23.31N,72.52E
1837-10-01,26.063,2.137,Ahmadabad,India,23.31N,72.52E
1837-11-01,23.238000000000003,2.128,Ahmadabad,India,23.31N,72.52E
1837-12-01,20.259,3.005,Ahmadabad,India,23.31N,72.52E
1838-01-01,17.041,2.395,Ahmadabad,India,23.31N,72.52E
1838-02-01,20.516,1.689,Ahmadabad,India,23.31N,72.52E
1838-03-01,25.113000000000003,1.874,Ahmadabad,India,23.31N,72.52E
1838-04-01,29.956999999999997,1.5759999999999998,Ahmadabad,India,23.31N,72.52E
1838-05-01,31.790000000000006,1.32,Ahmadabad,India,23.31N,72.52E
1838-06-01,31.245,1.564,Ahmadabad,India,23.31N,72.52E
1838-07-01,29.074,2.681,Ahmadabad,India,23.31N,72.52E
1838-08-01,27.084,2.359,Ahmadabad,India,23.31N,72.52E
1838-09-01,27.252,1.457,Ahmadabad,India,23.31N,72.52E
1838-10-01,26.706999999999997,2.874,Ahmadabad,India,23.31N,72.52E
1838-11-01,23.483,2.269,Ahmadabad,India,23.31N,72.52E
1838-12-01,20.082,2.109,Ahmadabad,India,23.31N,72.52E
1839-01-01,19.633,1.815,Ahmadabad,India,23.31N,72.52E
1839-02-01,22.245,1.929,Ahmadabad,India,23.31N,72.52E
1839-03-01,24.428,1.982,Ahmadabad,India,23.31N,72.52E
1839-04-01,30.148000000000003,1.722,Ahmadabad,India,23.31N,72.52E
1839-05-01,32.056000000000004,1.271,Ahmadabad,India,23.31N,72.52E
1839-06-01,31.035999999999998,1.423,Ahmadabad,India,23.31N,72.52E
1839-07-01,28.699,2.376,Ahmadabad,India,23.31N,72.52E
1839-08-01,27.104,1.715,Ahmadabad,India,23.31N,72.52E
1839-09-01,26.716,1.45,Ahmadabad,India,23.31N,72.52E
1839-10-01,26.728,1.848,Ahmadabad,India,23.31N,72.52E
1839-11-01,22.643,1.953,Ahmadabad,India,23.31N,72.52E
1839-12-01,19.186,2.018,Ahmadabad,India,23.31N,72.52E
1840-01-01,19.844,2.02,Ahmadabad,India,23.31N,72.52E
1840-02-01,21.351000000000006,2.08,Ahmadabad,India,23.31N,72.52E
1840-03-01,25.268,1.788,Ahmadabad,India,23.31N,72.52E
1840-04-01,30.211,2.009,Ahmadabad,India,23.31N,72.52E
1840-05-01,32.574000000000005,1.671,Ahmadabad,India,23.31N,72.52E
1840-06-01,31.546999999999997,1.685,Ahmadabad,India,23.31N,72.52E
1840-07-01,28.998,1.394,Ahmadabad,India,23.31N,72.52E
1840-08-01,26.728,1.37,Ahmadabad,India,23.31N,72.52E
1840-09-01,26.706,1.311,Ahmadabad,India,23.31N,72.52E
1840-10-01,26.131,1.794,Ahmadabad,India,23.31N,72.52E
1840-11-01,22.878,2.963,Ahmadabad,India,23.31N,72.52E
1840-12-01,19.833,1.592,Ahmadabad,India,23.31N,72.52E
1841-01-01,18.728,2.259,Ahmadabad,India,23.31N,72.52E
1841-02-01,21.430999999999997,1.6669999999999998,Ahmadabad,India,23.31N,72.52E
1841-03-01,24.774,2.839,Ahmadabad,India,23.31N,72.52E
1841-04-01,29.127,1.843,Ahmadabad,India,23.31N,72.52E
1841-05-01,32.02500000000001,1.54,Ahmadabad,India,23.31N,72.52E
1841-06-01,31.16,1.454,Ahmadabad,India,23.31N,72.52E
1841-07-01,28.953000000000003,1.521,Ahmadabad,India,23.31N,72.52E
1841-08-01,26.779,1.767,Ahmadabad,India,23.31N,72.52E
1841-09-01,26.861,1.265,Ahmadabad,India,23.31N,72.52E
1841-10-01,26.221,1.741,Ahmadabad,India,23.31N,72.52E
1841-11-01,23.404,1.625,Ahmadabad,India,23.31N,72.52E
1841-12-01,19.895,1.937,Ahmadabad,India,23.31N,72.52E
1842-01-01,19.03,1.83,Ahmadabad,India,23.31N,72.52E
1842-02-01,21.531999999999996,2.04,Ahmadabad,India,23.31N,72.52E
1842-03-01,26.528000000000002,2.339,Ahmadabad,India,23.31N,72.52E
1842-04-01,30.377,1.839,Ahmadabad,India,23.31N,72.52E
1842-05-01,32.211999999999996,1.246,Ahmadabad,India,23.31N,72.52E
1842-06-01,30.905,1.3969999999999998,Ahmadabad,India,23.31N,72.52E
1842-07-01,28.339000000000002,1.57,Ahmadabad,India,23.31N,72.52E
1842-08-01,26.691999999999997,1.348,Ahmadabad,India,23.31N,72.52E
1842-09-01,26.756,1.463,Ahmadabad,India,23.31N,72.52E
1842-10-01,26.531999999999996,1.528,Ahmadabad,India,23.31N,72.52E
1842-11-01,23.73,1.725,Ahmadabad,India,23.31N,72.52E
1842-12-01,20.88,1.339,Ahmadabad,India,23.31N,72.52E
1843-01-01,19.581,2.124,Ahmadabad,India,23.31N,72.52E
1843-02-01,22.279,1.651,Ahmadabad,India,23.31N,72.52E
1843-03-01,25.44,1.928,Ahmadabad,India,23.31N,72.52E
1843-04-01,29.837,1.519,Ahmadabad,India,23.31N,72.52E
1843-05-01,31.784,1.334,Ahmadabad,India,23.31N,72.52E
1843-06-01,31.075,1.374,Ahmadabad,India,23.31N,72.52E
1843-07-01,28.286,1.274,Ahmadabad,India,23.31N,72.52E
1843-08-01,26.843000000000004,1.524,Ahmadabad,India,23.31N,72.52E
1843-09-01,26.902,1.021,Ahmadabad,India,23.31N,72.52E
1843-10-01,26.459,1.4240000000000002,Ahmadabad,India,23.31N,72.52E
1843-11-01,23.266,1.117,Ahmadabad,India,23.31N,72.52E
1843-12-01,19.981,2.735,Ahmadabad,India,23.31N,72.52E
1844-01-01,18.965999999999998,1.421,Ahmadabad,India,23.31N,72.52E
1844-02-01,19.985,2.7260000000000004,Ahmadabad,India,23.31N,72.52E
1844-03-01,25.414,2.292,Ahmadabad,India,23.31N,72.52E
1844-04-01,29.711,1.4240000000000002,Ahmadabad,India,23.31N,72.52E
1844-05-01,31.790000000000006,1.19,Ahmadabad,India,23.31N,72.52E
1844-06-01,31.098000000000006,1.06,Ahmadabad,India,23.31N,72.52E
1844-07-01,28.066,1.339,Ahmadabad,India,23.31N,72.52E
1844-08-01,26.931,2.387,Ahmadabad,India,23.31N,72.52E
1844-09-01,26.605,0.988,Ahmadabad,India,23.31N,72.52E
1844-10-01,26.828000000000003,1.3259999999999998,Ahmadabad,India,23.31N,72.52E
1844-11-01,23.326,1.096,Ahmadabad,India,23.31N,72.52E
1844-12-01,20.131,1.976,Ahmadabad,India,23.31N,72.52E
1845-01-01,19.621,1.745,Ahmadabad,India,23.31N,72.52E
1845-02-01,20.784,2.359,Ahmadabad,India,23.31N,72.52E
1845-03-01,26.028000000000002,1.665,Ahmadabad,India,23.31N,72.52E
1845-04-01,30.063,1.683,Ahmadabad,India,23.31N,72.52E
1845-05-01,32.27800000000001,1.34,Ahmadabad,India,23.31N,72.52E
1845-06-01,30.965,1.415,Ahmadabad,India,23.31N,72.52E
1845-07-01,28.735,1.3730000000000002,Ahmadabad,India,23.31N,72.52E
1845-08-01,27.163,1.228,Ahmadabad,India,23.31N,72.52E
1845-09-01,27.197,1.248,Ahmadabad,India,23.31N,72.52E
1845-10-01,26.205,1.4469999999999998,Ahmadabad,India,23.31N,72.52E
1845-11-01,23.563,1.5019999999999998,Ahmadabad,India,23.31N,72.52E
1845-12-01,19.322,1.932,Ahmadabad,India,23.31N,72.52E
1846-01-01,20.691999999999997,1.946,Ahmadabad,India,23.31N,72.52E
1846-02-01,22.093000000000004,1.76,Ahmadabad,India,23.31N,72.52E
1846-03-01,27.354,2.126,Ahmadabad,India,23.31N,72.52E
1846-04-01,29.774,1.898,Ahmadabad,India,23.31N,72.52E
1846-05-01,32.525999999999996,1.5830000000000002,Ahmadabad,India,23.31N,72.52E
1846-06-01,31.715,1.962,Ahmadabad,India,23.31N,72.52E
1846-07-01,29.351,1.965,Ahmadabad,India,23.31N,72.52E
1846-08-01,27.55,1.567,Ahmadabad,India,23.31N,72.52E
1846-09-01,27.266,1.78,Ahmadabad,India,23.31N,72.52E
1846-10-01,26.185,1.639,Ahmadabad,India,23.31N,72.52E
1846-11-01,23.874,1.93,Ahmadabad,India,23.31N,72.52E
1846-12-01,20.701,1.67,Ahmadabad,India,23.31N,72.52E
1847-01-01,19.79,3.1660000000000004,Ahmadabad,India,23.31N,72.52E
1847-02-01,21.908,2.021,Ahmadabad,India,23.31N,72.52E
1847-03-01,25.177,1.946,Ahmadabad,India,23.31N,72.52E
1847-04-01,30.206000000000003,1.757,Ahmadabad,India,23.31N,72.52E
1847-05-01,32.027,1.467,Ahmadabad,India,23.31N,72.52E
1847-06-01,31.017,1.66,Ahmadabad,India,23.31N,72.52E
1847-07-01,28.69,1.724,Ahmadabad,India,23.31N,72.52E
1847-08-01,27.015,1.393,Ahmadabad,India,23.31N,72.52E
1847-09-01,27.298000000000002,1.4240000000000002,Ahmadabad,India,23.31N,72.52E
1847-10-01,26.57,1.626,Ahmadabad,India,23.31N,72.52E
1847-11-01,23.89,1.75,Ahmadabad,India,23.31N,72.52E
1847-12-01,18.813,1.6880000000000002,Ahmadabad,India,23.31N,72.52E
1848-01-01,18.902,2.616,Ahmadabad,India,23.31N,72.52E
1848-02-01,21.664,1.805,Ahmadabad,India,23.31N,72.52E
1848-03-01,25.573,1.118,Ahmadabad,India,23.31N,72.52E
1848-04-01,30.017000000000003,1.247,Ahmadabad,India,23.31N,72.52E
1848-05-01,32.040000000000006,1.402,Ahmadabad,India,23.31N,72.52E
1848-06-01,30.504,2.123,Ahmadabad,India,23.31N,72.52E
1848-07-01,28.526999999999997,1.785,Ahmadabad,India,23.31N,72.52E
1848-08-01,27.075,1.45,Ahmadabad,India,23.31N,72.52E
1848-09-01,27.226,1.57,Ahmadabad,India,23.31N,72.52E
1848-10-01,26.521,1.013,Ahmadabad,India,23.31N,72.52E
1848-11-01,23.456,1.148,Ahmadabad,India,23.31N,72.52E
1848-12-01,19.963,1.4780000000000002,Ahmadabad,India,23.31N,72.52E
1849-01-01,18.589000000000002,1.366,Ahmadabad,India,23.31N,72.52E
1849-02-01,21.375,1.5519999999999998,Ahmadabad,India,23.31N,72.52E
1849-03-01,26.014,1.955,Ahmadabad,India,23.31N,72.52E
1849-04-01,29.671999999999997,1.567,Ahmadabad,India,23.31N,72.52E
1849-05-01,32.27200000000001,1.204,Ahmadabad,India,23.31N,72.52E
1849-06-01,30.465999999999998,1.945,Ahmadabad,India,23.31N,72.52E
1849-07-01,28.229,1.419,Ahmadabad,India,23.31N,72.52E
1849-08-01,27.037,1.138,Ahmadabad,India,23.31N,72.52E
1849-09-01,26.707,1.319,Ahmadabad,India,23.31N,72.52E
1849-10-01,26.701999999999998,1.35,Ahmadabad,India,23.31N,72.52E
1849-11-01,24.374,1.5590000000000002,Ahmadabad,India,23.31N,72.52E
1849-12-01,19.588,1.88,Ahmadabad,India,23.31N,72.52E
1850-01-01,18.149,1.475,Ahmadabad,India,23.31N,72.52E
1850-02-01,21.344,1.574,Ahmadabad,India,23.31N,72.52E
1850-03-01,25.864,2.801,Ahmadabad,India,23.31N,72.52E
1850-04-01,29.581999999999997,1.6,Ahmadabad,India,23.31N,72.52E
1850-05-01,31.839,1.091,Ahmadabad,India,23.31N,72.52E
1850-06-01,31.399,1.012,Ahmadabad,India,23.31N,72.52E
1850-07-01,28.838,1.071,Ahmadabad,India,23.31N,72.52E
1850-08-01,27.534000000000002,1.188,Ahmadabad,India,23.31N,72.52E
1850-09-01,27.474,0.93,Ahmadabad,India,23.31N,72.52E
1850-10-01,27.439,1.863,Ahmadabad,India,23.31N,72.52E
1850-11-01,23.844,2.352,Ahmadabad,India,23.31N,72.52E
1850-12-01,19.682000000000002,1.159,Ahmadabad,India,23.31N,72.52E
1851-01-01,18.415,1.939,Ahmadabad,India,23.31N,72.52E
1851-02-01,21.336,1.071,Ahmadabad,India,23.31N,72.52E
1851-03-01,25.892,1.841,Ahmadabad,India,23.31N,72.52E
1851-04-01,29.906999999999996,1.6130000000000002,Ahmadabad,India,23.31N,72.52E
1851-05-01,32.646,1.2009999999999998,Ahmadabad,India,23.31N,72.52E
1851-06-01,31.07,1.519,Ahmadabad,India,23.31N,72.52E
1851-07-01,28.3,1.815,Ahmadabad,India,23.31N,72.52E
1851-08-01,27.196,1.335,Ahmadabad,India,23.31N,72.52E
1851-09-01,27.515,1.082,Ahmadabad,India,23.31N,72.52E
1851-10-01,27.095,1.806,Ahmadabad,India,23.31N,72.52E
1851-11-01,23.67,1.336,Ahmadabad,India,23.31N,72.52E
1851-12-01,19.846,2.77,Ahmadabad,India,23.31N,72.52E
1852-01-01,19.424,2.136,Ahmadabad,India,23.31N,72.52E
1852-02-01,21.733,1.761,Ahmadabad,India,23.31N,72.52E
1852-03-01,25.175,1.7009999999999998,Ahmadabad,India,23.31N,72.52E
1852-04-01,29.741999999999997,1.819,Ahmadabad,India,23.31N,72.52E
1852-05-01,32.405,1.513,Ahmadabad,India,23.31N,72.52E
1852-06-01,31.326,1.298,Ahmadabad,India,23.31N,72.52E
1852-07-01,28.604,1.655,Ahmadabad,India,23.31N,72.52E
1852-08-01,26.859,1.27,Ahmadabad,India,23.31N,72.52E
1852-09-01,27.328000000000003,1.224,Ahmadabad,India,23.31N,72.52E
1852-10-01,26.71,1.538,Ahmadabad,India,23.31N,72.52E
1852-11-01,23.166999999999998,1.564,Ahmadabad,India,23.31N,72.52E
1852-12-01,20.38,1.835,Ahmadabad,India,23.31N,72.52E
1853-01-01,18.699,1.6669999999999998,Ahmadabad,India,23.31N,72.52E
1853-02-01,21.002,2.036,Ahmadabad,India,23.31N,72.52E
1853-03-01,25.822,1.599,Ahmadabad,India,23.31N,72.52E
1853-04-01,29.913,1.665,Ahmadabad,India,23.31N,72.52E
1853-05-01,32.758,1.17,Ahmadabad,India,23.31N,72.52E
1853-06-01,31.939,1.224,Ahmadabad,India,23.31N,72.52E
1853-07-01,29.213,1.244,Ahmadabad,India,23.31N,72.52E
1853-08-01,27.401,1.205,Ahmadabad,India,23.31N,72.52E
1853-09-01,27.683000000000003,1.166,Ahmadabad,India,23.31N,72.52E
1853-10-01,26.785,1.293,Ahmadabad,India,23.31N,72.52E
1853-11-01,23.401,1.645,Ahmadabad,India,23.31N,72.52E
1853-12-01,20.218,1.3330000000000002,Ahmadabad,India,23.31N,72.52E
1854-01-01,18.889,1.497,Ahmadabad,India,23.31N,72.52E
1854-02-01,20.889000000000006,1.67,Ahmadabad,India,23.31N,72.52E
1854-03-01,26.08,1.505,Ahmadabad,India,23.31N,72.52E
1854-04-01,30.121,1.7,Ahmadabad,India,23.31N,72.52E
1854-05-01,32.84200000000001,1.33,Ahmadabad,India,23.31N,72.52E
1854-06-01,31.511000000000006,1.4880000000000002,Ahmadabad,India,23.31N,72.52E
1854-07-01,29.054000000000002,1.506,Ahmadabad,India,23.31N,72.52E
1854-08-01,27.431,1.457,Ahmadabad,India,23.31N,72.52E
1854-09-01,27.34,1.28,Ahmadabad,India,23.31N,72.52E
