dt,AverageTemperature,AverageTemperatureUncertainty,Country
1960-07-01,26.6,0.287,Afghanistan
1960-08-01,25.749,0.463,Afghanistan
1960-09-01,20.537,0.277,Afghanistan
1960-10-01,14.27,0.22,Afghanistan
1960-11-01,7.155,0.21,Afghanistan
1960-12-01,1.811,0.635,Afghanistan
1961-01-01,1.482,0.451,Afghanistan
1961-02-01,1.59,0.488,Afghanistan
1961-03-01,9.260000000000002,0.163,Afghanistan
1961-04-01,12.818,0.6940000000000001,Afghanistan
1961-05-01,21.318,0.201,Afghanistan
1961-06-01,24.656,0.407,Afghanistan
1961-07-01,27.363000000000003,0.365,Afghanistan
1961-08-01,25.263,0.325,Afghanistan
1961-09-01,21.913,0.393,Afghanistan
1961-10-01,12.708,0.472,Afghanistan
1961-11-01,6.867999999999999,0.505,Afghanistan
1961-12-01,3.54,0.313,Afghanistan
1962-01-01,0.616,0.35600000000000004,Afghanistan
1962-02-01,5.728,0.281,Afghanistan
1962-03-01,10.193999999999999,0.374,Afghanistan
1962-04-01,14.521999999999998,0.453,Afghanistan
1962-05-01,19.919,0.292,Afghanistan
1962-06-01,23.72,0.5489999999999999,Afghanistan
1962-07-01,26.961,0.403,Afghanistan
1962-08-01,24.789,0.299,Afghanistan
1962-09-01,18.598,0.315,Afghanistan
1962-10-01,12.985,0.518,Afghanistan
1962-11-01,5.247000000000001,0.407,Afghanistan
1962-12-01,1.9450000000000005,0.627,Afghanistan
1963-01-01,3.3680000000000003,0.469,Afghanistan
1963-02-01,7.233,0.338,Afghanistan
1963-03-01,9.161,0.313,Afghanistan
1963-04-01,15.532,0.513,Afghanistan
1963-05-01,19.194000000000003,0.468,Afghanistan
1963-06-01,26.252,0.385,Afghanistan
1963-07-01,27.246,0.5479999999999999,Afghanistan
1963-08-01,25.121,0.272,Afghanistan
1963-09-01,20.739,0.239,Afghanistan
1963-10-01,15.866,0.208,Afghanistan
1963-11-01,8.189,0.361,Afghanistan
1963-12-01,2.5,0.701,Afghanistan
1964-01-01,-4.254,0.848,Afghanistan
1964-02-01,3.107,0.687,Afghanistan
1964-03-01,10.546,0.464,Afghanistan
1964-04-01,14.19,0.262,Afghanistan
1964-05-01,19.82,0.306,Afghanistan
1964-06-01,23.998,0.431,Afghanistan
1964-07-01,26.47,0.41,Afghanistan
1964-08-01,25.635,0.275,Afghanistan
1964-09-01,20.098,0.389,Afghanistan
1964-10-01,11.261,0.335,Afghanistan
1964-11-01,6.8279999999999985,0.589,Afghanistan
1964-12-01,-0.6799999999999997,0.397,Afghanistan
1965-01-01,2.387,0.226,Afghanistan
1965-02-01,3.334,0.209,Afghanistan
1965-03-01,8.185,0.309,Afghanistan
1965-04-01,12.856,0.479,Afghanistan
1965-05-01,19.612000000000002,0.4370000000000001,Afghanistan
1965-06-01,24.165,0.434,Afghanistan
1965-07-01,26.776,0.306,Afghanistan
1965-08-01,24.225,0.258,Afghanistan
1965-09-01,19.567,0.555,Afghanistan
1965-10-01,16.254,0.565,Afghanistan
1965-11-01,9.764,0.629,Afghanistan
1965-12-01,2.0970000000000004,0.49,Afghanistan
1966-01-01,4.375,0.417,Afghanistan
1966-02-01,6.869,0.318,Afghanistan
1966-03-01,8.677000000000001,0.266,Afghanistan
1966-04-01,13.477,0.264,Afghanistan
1966-05-01,19.64,0.385,Afghanistan
1966-06-01,26.136,0.282,Afghanistan
1966-07-01,26.232,0.342,Afghanistan
1966-08-01,25.17,0.295,Afghanistan
1966-09-01,19.867,0.239,Afghanistan
1966-10-01,13.575,0.3720000000000001,Afghanistan
1966-11-01,5.340999999999998,0.407,Afghanistan
1966-12-01,2.7569999999999997,0.605,Afghanistan
1967-01-01,-0.578,0.499,Afghanistan
1967-02-01,3.563,0.436,Afghanistan
1967-03-01,8.090000000000002,0.394,Afghanistan
1967-04-01,13.063,0.418,Afghanistan
1967-05-01,18.495,0.414,Afghanistan
1967-06-01,23.989,0.23,Afghanistan
1967-07-01,26.99,0.574,Afghanistan
1967-08-01,24.932,0.394,Afghanistan
1967-09-01,20.821,0.209,Afghanistan
1967-10-01,13.229,0.267,Afghanistan
1967-11-01,8.751,0.633,Afghanistan
1967-12-01,2.6140000000000003,0.38,Afghanistan
1968-01-01,1.1340000000000001,0.732,Afghanistan
1968-02-01,1.4469999999999996,0.403,Afghanistan
1968-03-01,9.125,0.354,Afghanistan
1968-04-01,13.880999999999998,0.442,Afghanistan
1968-05-01,18.071,0.404,Afghanistan
1968-06-01,24.906999999999996,0.516,Afghanistan
1968-07-01,26.338,0.289,Afghanistan
1968-08-01,24.844,0.388,Afghanistan
1968-09-01,20.22,0.244,Afghanistan
1968-10-01,13.655,0.3720000000000001,Afghanistan
1968-11-01,8.425,0.5329999999999999,Afghanistan
1968-12-01,3.1010000000000004,0.56,Afghanistan
1969-01-01,-1.644,0.462,Afghanistan
1969-02-01,0.23899999999999946,0.649,Afghanistan
1969-03-01,11.343,0.469,Afghanistan
1969-04-01,14.034,0.481,Afghanistan
1969-05-01,19.051,0.29600000000000004,Afghanistan
1969-06-01,24.357,0.433,Afghanistan
1969-07-01,26.781,0.467,Afghanistan
1969-08-01,24.517000000000003,0.327,Afghanistan
1969-09-01,19.537,0.182,Afghanistan
1969-10-01,15.3,0.3670000000000001,Afghanistan
1969-11-01,6.947,0.48,Afghanistan
1969-12-01,5.199,0.49,Afghanistan
1970-01-01,1.3370000000000002,0.327,Afghanistan
1970-02-01,5.088,0.546,Afghanistan
1970-03-01,7.710000000000001,0.278,Afghanistan
1970-04-01,16.198999999999998,0.247,Afghanistan
1970-05-01,21.801,0.324,Afghanistan
1970-06-01,25.226,0.287,Afghanistan
1970-07-01,26.250999999999998,0.339,Afghanistan
1970-08-01,26.862,0.4,Afghanistan
1970-09-01,20.546,0.343,Afghanistan
1970-10-01,14.743,0.277,Afghanistan
1970-11-01,8.777999999999999,0.693,Afghanistan
1970-12-01,2.8560000000000003,0.468,Afghanistan
1971-01-01,-0.588,0.33,Afghanistan
1971-02-01,3.98,0.424,Afghanistan
1971-03-01,10.276,0.511,Afghanistan
1971-04-01,16.082,0.244,Afghanistan
1971-05-01,22.008000000000003,0.353,Afghanistan
1971-06-01,26.196,0.363,Afghanistan
1971-07-01,26.555999999999997,0.366,Afghanistan
1971-08-01,25.245,0.493,Afghanistan
1971-09-01,19.405,0.439,Afghanistan
1971-10-01,13.786,0.287,Afghanistan
1971-11-01,9.603,0.465,Afghanistan
1971-12-01,5.332999999999999,0.363,Afghanistan
1972-01-01,-1.033,0.6759999999999999,Afghanistan
1972-02-01,-3.5320000000000005,0.649,Afghanistan
1972-03-01,6.9270000000000005,0.21,Afghanistan
1972-04-01,14.045,0.334,Afghanistan
1972-05-01,18.623,0.18600000000000005,Afghanistan
1972-06-01,24.344,0.237,Afghanistan
1972-07-01,25.153,0.434,Afghanistan
1972-08-01,22.776000000000003,0.266,Afghanistan
1972-09-01,19.583,0.444,Afghanistan
1972-10-01,13.7,0.365,Afghanistan
1972-11-01,9.139,0.315,Afghanistan
1972-12-01,0.8410000000000002,0.5770000000000001,Afghanistan
1973-01-01,-2.374,0.579,Afghanistan
1973-02-01,4.588,1.2819999999999998,Afghanistan
1973-03-01,8.158000000000001,0.316,Afghanistan
1973-04-01,15.651,0.424,Afghanistan
1973-05-01,20.69,0.387,Afghanistan
1973-06-01,26.73,0.258,Afghanistan
1973-07-01,27.014,0.416,Afghanistan
1973-08-01,25.604000000000006,0.294,Afghanistan
1973-09-01,20.199,0.228,Afghanistan
1973-10-01,14.175,0.412,Afghanistan
1973-11-01,8.312000000000001,0.426,Afghanistan
1973-12-01,2.079,0.327,Afghanistan
1974-01-01,-0.8769999999999999,0.442,Afghanistan
1974-02-01,-0.7900000000000005,0.368,Afghanistan
1974-03-01,9.628,0.344,Afghanistan
1974-04-01,15.416,0.34700000000000003,Afghanistan
1974-05-01,20.077,0.261,Afghanistan
1974-06-01,24.374000000000002,0.277,Afghanistan
1974-07-01,26.866999999999997,0.233,Afghanistan
1974-08-01,24.204,0.281,Afghanistan
1974-09-01,20.087,0.337,Afghanistan
1974-10-01,11.815999999999999,0.343,Afghanistan
1974-11-01,7.622999999999999,0.624,Afghanistan
1974-12-01,1.376,0.495,Afghanistan
1975-01-01,-0.10400000000000008,0.725,Afghanistan
1975-02-01,2.315,0.302,Afghanistan
1975-03-01,7.8210000000000015,0.363,Afghanistan
1975-04-01,13.786,0.322,Afghanistan
1975-05-01,19.997,0.362,Afghanistan
1975-06-01,24.978,0.409,Afghanistan
1975-07-01,26.726,0.436,Afghanistan
1975-08-01,25.467,0.378,Afghanistan
1975-09-01,20.622,0.315,Afghanistan
1975-10-01,13.24,0.399,Afghanistan
1975-11-01,5.593,0.417,Afghanistan
1975-12-01,2.136,0.428,Afghanistan
1976-01-01,2.8560000000000003,0.632,Afghanistan
1976-02-01,1.7999999999999998,0.395,Afghanistan
1976-03-01,5.8820000000000014,0.236,Afghanistan
1976-04-01,13.763,0.397,Afghanistan
1976-05-01,20.582,0.534,Afghanistan
1976-06-01,24.406999999999996,0.393,Afghanistan
1976-07-01,27.24,0.339,Afghanistan
1976-08-01,25.272,0.327,Afghanistan
1976-09-01,20.905,0.677,Afghanistan
1976-10-01,14.56,0.459,Afghanistan
1976-11-01,5.47,0.373,Afghanistan
1976-12-01,1.766,0.409,Afghanistan
1977-01-01,-2.4530000000000003,0.56,Afghanistan
1977-02-01,3.2230000000000003,0.778,Afghanistan
1977-03-01,12.123,0.505,Afghanistan
1977-04-01,16.055999999999994,0.6459999999999999,Afghanistan
1977-05-01,20.443,0.398,Afghanistan
1977-06-01,26.356,0.219,Afghanistan
1977-07-01,27.552,0.446,Afghanistan
1977-08-01,25.131999999999998,0.451,Afghanistan
1977-09-01,19.943,0.603,Afghanistan
1977-10-01,15.259,0.386,Afghanistan
1977-11-01,9.669,0.452,Afghanistan
1977-12-01,4.362,0.313,Afghanistan
1978-01-01,0.06299999999999993,0.512,Afghanistan
1978-02-01,2.767,0.742,Afghanistan
1978-03-01,7.335000000000001,0.28800000000000003,Afghanistan
1978-04-01,15.966,0.433,Afghanistan
1978-05-01,21.204,0.339,Afghanistan
1978-06-01,25.5,0.6,Afghanistan
1978-07-01,26.726,0.362,Afghanistan
1978-08-01,24.878,0.608,Afghanistan
1978-09-01,20.645,0.406,Afghanistan
1978-10-01,14.55,0.41,Afghanistan
1978-11-01,6.7959999999999985,0.451,Afghanistan
1978-12-01,5.526,0.369,Afghanistan
1979-01-01,1.735,0.4970000000000001,Afghanistan
1979-02-01,4.177,0.208,Afghanistan
1979-03-01,7.299000000000001,0.316,Afghanistan
1979-04-01,16.448999999999998,0.316,Afghanistan
1979-05-01,17.398999999999994,0.4,Afghanistan
1979-06-01,24.921,0.385,Afghanistan
1979-07-01,27.513,0.469,Afghanistan
1979-08-01,24.198,0.429,Afghanistan
1979-09-01,20.579,0.28,Afghanistan
1979-10-01,16.149,0.534,Afghanistan
1979-11-01,6.6770000000000005,0.355,Afghanistan
1979-12-01,4.0489999999999995,0.449,Afghanistan
1980-01-01,0.5329999999999999,0.65,Afghanistan
1980-02-01,2.05,0.473,Afghanistan
1980-03-01,8.180000000000001,0.235,Afghanistan
1980-04-01,17.357,0.2,Afghanistan
1980-05-01,21.573,0.319,Afghanistan
1980-06-01,25.502,0.392,Afghanistan
1980-07-01,27.456999999999997,0.623,Afghanistan
1980-08-01,25.421999999999997,0.343,Afghanistan
1980-09-01,20.399,0.458,Afghanistan
1980-10-01,15.265,0.429,Afghanistan
1980-11-01,10.238999999999999,0.344,Afghanistan
1980-12-01,4.671,0.344,Afghanistan
1981-01-01,2.477,1.056,Afghanistan
1981-02-01,4.414,0.889,Afghanistan
1981-03-01,10.364,0.311,Afghanistan
1981-04-01,15.842,0.473,Afghanistan
1981-05-01,21.099,0.189,Afghanistan
1981-06-01,24.58,0.602,Afghanistan
1981-07-01,27.163,0.36,Afghanistan
1981-08-01,25.258000000000006,0.328,Afghanistan
1981-09-01,20.44,0.316,Afghanistan
1981-10-01,13.036,0.426,Afghanistan
1981-11-01,8.732999999999999,0.281,Afghanistan
1981-12-01,4.915,0.591,Afghanistan
1982-01-01,1.4420000000000002,0.386,Afghanistan
1982-02-01,1.3940000000000001,0.847,Afghanistan
1982-03-01,6.886000000000001,0.233,Afghanistan
1982-04-01,15.234000000000002,0.475,Afghanistan
1982-05-01,20.286,0.276,Afghanistan
1982-06-01,24.867,0.471,Afghanistan
1982-07-01,26.73,0.506,Afghanistan
1982-08-01,25.241000000000003,0.513,Afghanistan
1982-09-01,19.728,0.578,Afghanistan
1982-10-01,14.907,0.481,Afghanistan
1982-11-01,6.654,0.63,Afghanistan
1982-12-01,1.4280000000000004,0.149,Afghanistan
1983-01-01,1.386,0.421,Afghanistan
1983-02-01,3.994,0.3,Afghanistan
1983-03-01,6.415000000000001,0.409,Afghanistan
1983-04-01,13.254000000000001,0.337,Afghanistan
1983-05-01,21.074,0.41,Afghanistan
1983-06-01,25.5,0.47,Afghanistan
1983-07-01,27.988000000000003,0.473,Afghanistan
1983-08-01,26.685,0.383,Afghanistan
1983-09-01,22.272,0.816,Afghanistan
1983-10-01,13.950999999999999,0.617,Afghanistan
1983-11-01,10.043,0.6759999999999999,Afghanistan
1983-12-01,2.8160000000000003,0.508,Afghanistan
1984-01-01,0.7559999999999999,0.493,Afghanistan
1984-02-01,-0.988,0.64,Afghanistan
1984-03-01,10.579,0.539,Afghanistan
1984-04-01,15.677,0.276,Afghanistan
1984-05-01,21.331,0.282,Afghanistan
1984-06-01,26.036,0.263,Afghanistan
1984-07-01,27.623,0.419,Afghanistan
1984-08-01,27.090999999999998,0.6409999999999999,Afghanistan
1984-09-01,19.994,0.28800000000000003,Afghanistan
1984-10-01,13.16,0.459,Afghanistan
1984-11-01,9.533,0.362,Afghanistan
1984-12-01,0.15800000000000036,0.599,Afghanistan
1985-01-01,1.224,0.687,Afghanistan
1985-02-01,5.957999999999999,0.284,Afghanistan
1985-03-01,8.859,0.718,Afghanistan
1985-04-01,15.935,0.218,Afghanistan
1985-05-01,20.54,0.6809999999999999,Afghanistan
1985-06-01,26.424,0.377,Afghanistan
1985-07-01,28.254,0.35,Afghanistan
1985-08-01,24.901,0.293,Afghanistan
1985-09-01,20.873,0.194,Afghanistan
1985-10-01,13.856,0.338,Afghanistan
1985-11-01,8.587,0.205,Afghanistan
1985-12-01,3.2539999999999996,0.408,Afghanistan
1986-01-01,1.681,0.469,Afghanistan
1986-02-01,3.466,0.232,Afghanistan
1986-03-01,5.881000000000001,0.452,Afghanistan
1986-04-01,14.726,0.417,Afghanistan
1986-05-01,20.896,0.482,Afghanistan
1986-06-01,25.416,0.475,Afghanistan
1986-07-01,26.976,0.385,Afghanistan
1986-08-01,24.662000000000006,0.224,Afghanistan
1986-09-01,20.824,0.22,Afghanistan
1986-10-01,15.637,0.486,Afghanistan
1986-11-01,8.318999999999999,0.423,Afghanistan
1986-12-01,2.1940000000000004,0.299,Afghanistan
1987-01-01,3.563,0.35600000000000004,Afghanistan
1987-02-01,4.9529999999999985,0.498,Afghanistan
1987-03-01,10.592,0.278,Afghanistan
1987-04-01,14.665,0.528,Afghanistan
1987-05-01,20.184,0.273,Afghanistan
1987-06-01,24.319000000000003,0.27,Afghanistan
1987-07-01,26.642,0.268,Afghanistan
1987-08-01,26.619,0.329,Afghanistan
1987-09-01,21.814,0.311,Afghanistan
1987-10-01,12.587,0.535,Afghanistan
1987-11-01,8.952,0.285,Afghanistan
1987-12-01,4.918,0.381,Afghanistan
1988-01-01,2.259,0.487,Afghanistan
1988-02-01,3.681,0.584,Afghanistan
1988-03-01,8.996,0.302,Afghanistan
1988-04-01,16.329,0.476,Afghanistan
1988-05-01,21.847,0.463,Afghanistan
1988-06-01,26.347,0.475,Afghanistan
1988-07-01,28.142,0.4,Afghanistan
1988-08-01,25.635,0.444,Afghanistan
1988-09-01,21.207,0.461,Afghanistan
1988-10-01,14.232999999999999,0.34,Afghanistan
1988-11-01,10.225,0.44,Afghanistan
1988-12-01,5.767,0.397,Afghanistan
1989-01-01,-0.424,0.493,Afghanistan
1989-02-01,0.4660000000000002,0.375,Afghanistan
1989-03-01,8.940000000000003,0.289,Afghanistan
1989-04-01,13.582,0.329,Afghanistan
1989-05-01,18.588,0.486,Afghanistan
1989-06-01,25.291,0.454,Afghanistan
1989-07-01,27.186,0.376,Afghanistan
1989-08-01,25.142000000000003,0.45,Afghanistan
1989-09-01,20.793000000000003,0.333,Afghanistan
1989-10-01,15.620999999999999,0.258,Afghanistan
1989-11-01,9.127,0.274,Afghanistan
1989-12-01,5.197,0.285,Afghanistan
1990-01-01,1.5579999999999998,0.46,Afghanistan
1990-02-01,3.669,0.244,Afghanistan
1990-03-01,8.402000000000001,0.311,Afghanistan
1990-04-01,14.457,0.231,Afghanistan
1990-05-01,22.441999999999997,0.316,Afghanistan
1990-06-01,26.34,0.289,Afghanistan
1990-07-01,27.526,0.476,Afghanistan
1990-08-01,26.563,0.529,Afghanistan
1990-09-01,22.217,0.246,Afghanistan
1990-10-01,14.53,0.405,Afghanistan
1990-11-01,10.042,0.418,Afghanistan
1990-12-01,2.1740000000000004,0.424,Afghanistan
1991-01-01,1.168,0.852,Afghanistan
1991-02-01,2.352,0.57,Afghanistan
1991-03-01,7.925000000000002,0.402,Afghanistan
1991-04-01,14.645,0.404,Afghanistan
1991-05-01,19.294,0.481,Afghanistan
1991-06-01,25.117,0.225,Afghanistan
1991-07-01,27.23,0.271,Afghanistan
1991-08-01,25.561999999999998,0.287,Afghanistan
1991-09-01,21.141,0.231,Afghanistan
1991-10-01,14.139,0.365,Afghanistan
1991-11-01,8.749,0.414,Afghanistan
1991-12-01,5.127000000000002,0.43,Afghanistan
1992-01-01,1.588,0.655,Afghanistan
1992-02-01,3.73,1.037,Afghanistan
1992-03-01,6.593000000000001,0.295,Afghanistan
1992-04-01,13.562000000000001,0.547,Afghanistan
1992-05-01,17.72,0.34,Afghanistan
1992-06-01,25.128,0.478,Afghanistan
1992-07-01,26.804,0.33,Afghanistan
1992-08-01,24.584000000000003,0.327,Afghanistan
1992-09-01,19.777,0.365,Afghanistan
1992-10-01,13.942,0.485,Afghanistan
1992-11-01,9.812000000000001,0.7879999999999999,Afghanistan
1992-12-01,5.433,0.373,Afghanistan
1993-01-01,0.8079999999999999,0.893,Afghanistan
1993-02-01,5.376,0.429,Afghanistan
1993-03-01,7.475,0.575,Afghanistan
1993-04-01,15.233,0.324,Afghanistan
1993-05-01,20.556,0.359,Afghanistan
1993-06-01,25.273000000000003,0.505,Afghanistan
1993-07-01,26.826,0.493,Afghanistan
1993-08-01,24.916999999999998,0.5660000000000001,Afghanistan
1993-09-01,21.682,0.41,Afghanistan
1993-10-01,12.904000000000002,0.413,Afghanistan
1993-11-01,8.325,0.826,Afghanistan
1993-12-01,3.8960000000000004,0.6779999999999999,Afghanistan
1994-01-01,2.105,0.625,Afghanistan
1994-02-01,2.082,0.6629999999999999,Afghanistan
1994-03-01,10.35,0.34,Afghanistan
1994-04-01,13.339,0.28800000000000003,Afghanistan
1994-05-01,21.143,0.343,Afghanistan
1994-06-01,26.289,0.285,Afghanistan
1994-07-01,27.668000000000003,0.399,Afghanistan
1994-08-01,27.076999999999998,0.317,Afghanistan
1994-09-01,18.314,0.257,Afghanistan
1994-10-01,13.890999999999998,0.415,Afghanistan
1994-11-01,11.56,0.523,Afghanistan
1994-12-01,3.2390000000000003,0.307,Afghanistan
1995-01-01,2.4530000000000003,0.362,Afghanistan
1995-02-01,4.007,0.7340000000000001,Afghanistan
1995-03-01,7.944000000000001,0.81,Afghanistan
1995-04-01,14.428,0.535,Afghanistan
1995-05-01,20.442,0.3670000000000001,Afghanistan
1995-06-01,25.837,0.278,Afghanistan
1995-07-01,28.443,0.331,Afghanistan
1995-08-01,26.718000000000004,0.245,Afghanistan
1995-09-01,20.947,0.252,Afghanistan
1995-10-01,14.539,0.3,Afghanistan
1995-11-01,9.973,0.679,Afghanistan
1995-12-01,2.5789999999999997,0.324,Afghanistan
1996-01-01,0.175,0.254,Afghanistan
1996-02-01,4.337,0.239,Afghanistan
1996-03-01,8.31,0.417,Afghanistan
1996-04-01,14.773,0.471,Afghanistan
1996-05-01,19.42,0.265,Afghanistan
1996-06-01,25.518,0.363,Afghanistan
1996-07-01,27.349,0.727,Afghanistan
1996-08-01,25.278,0.335,Afghanistan
1996-09-01,22.929000000000002,0.408,Afghanistan
1996-10-01,14.36,0.242,Afghanistan
1996-11-01,6.7620000000000005,0.471,Afghanistan
1996-12-01,3.901,0.328,Afghanistan
1997-01-01,2.69,0.521,Afghanistan
1997-02-01,3.628,0.722,Afghanistan
1997-03-01,8.742,0.655,Afghanistan
1997-04-01,14.483,0.965,Afghanistan
1997-05-01,19.142,0.317,Afghanistan
1997-06-01,25.913,0.298,Afghanistan
1997-07-01,28.533,0.41,Afghanistan
1997-08-01,26.241,0.522,Afghanistan
1997-09-01,22.014,0.7829999999999999,Afghanistan
1997-10-01,16.012999999999998,0.385,Afghanistan
1997-11-01,7.921,0.404,Afghanistan
1997-12-01,3.528,0.4270000000000001,Afghanistan
1998-01-01,2.041,0.48,Afghanistan
1998-02-01,2.7110000000000003,0.63,Afghanistan
1998-03-01,8.360000000000001,0.495,Afghanistan
1998-04-01,16.595,0.358,Afghanistan
1998-05-01,20.524,0.368,Afghanistan
1998-06-01,24.618000000000002,0.468,Afghanistan
1998-07-01,27.896,0.315,Afghanistan
1998-08-01,26.656,0.328,Afghanistan
1998-09-01,21.761,0.541,Afghanistan
1998-10-01,14.939,0.477,Afghanistan
1998-11-01,9.698,0.5870000000000001,Afghanistan
1998-12-01,5.791,0.61,Afghanistan
1999-01-01,1.926,0.4,Afghanistan
1999-02-01,6.497000000000001,0.866,Afghanistan
1999-03-01,8.876000000000003,0.5529999999999999,Afghanistan
1999-04-01,15.239,0.57,Afghanistan
1999-05-01,21.186,0.468,Afghanistan
1999-06-01,25.896,0.636,Afghanistan
1999-07-01,27.380000000000006,0.34700000000000003,Afghanistan
1999-08-01,26.625,0.481,Afghanistan
1999-09-01,21.901,0.358,Afghanistan
1999-10-01,15.936,0.306,Afghanistan
1999-11-01,8.932,0.337,Afghanistan
1999-12-01,4.271,0.5539999999999999,Afghanistan
2000-01-01,2.404,0.496,Afghanistan
2000-02-01,3.155,0.529,Afghanistan
2000-03-01,8.971,0.333,Afghanistan
2000-04-01,18.44,0.522,Afghanistan
2000-05-01,24.14,0.435,Afghanistan
2000-06-01,25.451,0.487,Afghanistan
2000-07-01,27.26,0.507,Afghanistan
2000-08-01,26.416,0.377,Afghanistan
2000-09-01,22.118000000000002,0.695,Afghanistan
2000-10-01,15.272,0.44,Afghanistan
2000-11-01,7.952000000000001,0.638,Afghanistan
2000-12-01,4.3950000000000005,0.5489999999999999,Afghanistan
2001-01-01,0.41,0.547,Afghanistan
2001-02-01,4.2109999999999985,0.434,Afghanistan
2001-03-01,10.507,0.374,Afghanistan
2001-04-01,17.23,0.5720000000000001,Afghanistan
2001-05-01,24.108,0.789,Afghanistan
2001-06-01,26.953000000000003,0.61,Afghanistan
2001-07-01,27.772,0.501,Afghanistan
2001-08-01,26.059,0.49,Afghanistan
2001-09-01,21.241,0.443,Afghanistan
2001-10-01,15.494000000000002,0.594,Afghanistan
2001-11-01,9.815,0.496,Afghanistan
2001-12-01,5.537000000000001,0.619,Afghanistan
2002-01-01,2.42,0.609,Afghanistan
2002-02-01,4.582,0.439,Afghanistan
2002-03-01,11.085,0.479,Afghanistan
2002-04-01,15.997,0.403,Afghanistan
2002-05-01,21.918000000000003,0.315,Afghanistan
2002-06-01,26.476,0.35200000000000004,Afghanistan
2002-07-01,27.412000000000006,0.369,Afghanistan
2002-08-01,27.011000000000006,0.409,Afghanistan
2002-09-01,21.055,0.27,Afghanistan
2002-10-01,16.997,0.378,Afghanistan
2002-11-01,9.369,0.185,Afghanistan
2002-12-01,2.1300000000000003,1.134,Afghanistan
2003-01-01,3.133,0.369,Afghanistan
2003-02-01,4.854,0.6859999999999999,Afghanistan
2003-03-01,9.036,0.35700000000000004,Afghanistan
2003-04-01,15.236999999999998,0.38,Afghanistan
2003-05-01,19.064,0.383,Afghanistan
2003-06-01,25.347,0.657,Afghanistan
2003-07-01,27.94,0.423,Afghanistan
2003-08-01,26.19,0.371,Afghanistan
2003-09-01,21.399,0.459,Afghanistan
2003-10-01,15.722999999999999,0.539,Afghanistan
2003-11-01,7.776,0.365,Afghanistan
2003-12-01,3.293,0.491,Afghanistan
2004-01-01,3.756,0.363,Afghanistan
2004-02-01,6.5600000000000005,0.4970000000000001,Afghanistan
2004-03-01,11.972,0.708,Afghanistan
2004-04-01,15.969000000000001,0.383,Afghanistan
2004-05-01,21.941999999999997,0.638,Afghanistan
2004-06-01,26.14,0.47,Afghanistan
2004-07-01,27.193,0.458,Afghanistan
2004-08-01,26.404000000000003,0.339,Afghanistan
2004-09-01,21.741,0.411,Afghanistan
2004-10-01,13.370999999999999,0.604,Afghanistan
2004-11-01,10.859000000000002,0.259,Afghanistan
2004-12-01,3.3440000000000003,0.66,Afghanistan
2005-01-01,0.987,0.56,Afghanistan
2005-02-01,1.822,0.564,Afghanistan
2005-03-01,10.564,0.398,Afghanistan
2005-04-01,15.157,0.301,Afghanistan
2005-05-01,19.294,0.396,Afghanistan
2005-06-01,25.745,0.6859999999999999,Afghanistan
2005-07-01,28.021,0.6509999999999999,Afghanistan
2005-08-01,25.897,0.58,Afghanistan
2005-09-01,22.888,0.536,Afghanistan
2005-10-01,15.880999999999998,0.594,Afghanistan
2005-11-01,8.432,0.404,Afghanistan
2005-12-01,5.072,0.6709999999999999,Afghanistan
2006-01-01,-0.16599999999999993,0.436,Afghanistan
2006-02-01,7.231,0.5870000000000001,Afghanistan
2006-03-01,10.38,0.463,Afghanistan
2006-04-01,15.446,0.422,Afghanistan
2006-05-01,24.482,0.385,Afghanistan
2006-06-01,26.104,0.373,Afghanistan
2006-07-01,28.160999999999998,0.631,Afghanistan
2006-08-01,26.174000000000003,0.279,Afghanistan
2006-09-01,20.976999999999997,0.608,Afghanistan
2006-10-01,17.814,0.6759999999999999,Afghanistan
2006-11-01,9.408,0.333,Afghanistan
2006-12-01,1.136,0.6659999999999999,Afghanistan
2007-01-01,1.215,0.755,Afghanistan
2007-02-01,4.9830000000000005,0.29600000000000004,Afghanistan
2007-03-01,8.8,0.377,Afghanistan
2007-04-01,18.114,0.443,Afghanistan
2007-05-01,21.952,0.402,Afghanistan
2007-06-01,26.219,0.263,Afghanistan
2007-07-01,27.365,0.365,Afghanistan
2007-08-01,25.811999999999998,0.213,Afghanistan
2007-09-01,21.217,0.333,Afghanistan
2007-10-01,12.843,0.447,Afghanistan
2007-11-01,10.312000000000001,0.284,Afghanistan
2007-12-01,2.4419999999999997,0.575,Afghanistan
2008-01-01,-4.552999999999999,1.192,Afghanistan
2008-02-01,1.3949999999999998,0.919,Afghanistan
2008-03-01,13.505999999999998,0.29,Afghanistan
2008-04-01,16.608999999999998,0.417,Afghanistan
2008-05-01,23.153000000000002,0.512,Afghanistan
2008-06-01,27.629,0.6,Afghanistan
2008-07-01,28.409,0.345,Afghanistan
2008-08-01,26.272,0.375,Afghanistan
2008-09-01,21.966,0.5760000000000001,Afghanistan
2008-10-01,16.153000000000002,0.276,Afghanistan
2008-11-01,8.11,0.362,Afghanistan
2008-12-01,3.949,0.344,Afghanistan
2009-01-01,2.27,0.191,Afghanistan
2009-02-01,5.9510000000000005,0.384,Afghanistan
2009-03-01,11.294,0.327,Afghanistan
2009-04-01,13.616,0.366,Afghanistan
2009-05-01,21.742,0.465,Afghanistan
2009-06-01,23.906,0.416,Afghanistan
2009-07-01,28.145,0.35700000000000004,Afghanistan
